"Relative Time","acker"
"23:18","0.922"
"23:19","0.878"
"23:20","0.893"
"23:21","0.944"
"23:22","0.944"
"23:23","1.16"
"23:24","0.894"
"23:25","0.95"
"23:26","0.925"
"23:27","1.022"
"23:28","0.87"
"23:29","1.276"
"23:30","1.028"
"23:31","0.903"
"23:32","0.886"
"23:33","0.895"
"23:34","0.885"
"23:35","1.13"
"23:36","1.398"
"23:37","0.906"
"23:38","0.988"
"23:39","0.958"
"23:40","0.855"
"23:41","0.851"
"23:42","0.852"
"23:43","0.849"
"23:44","0.843"
"23:45","0.882"
"23:46","0.861"
"23:47","0.962"
"23:48","0.94"
"23:49","1.101"
"23:50","0.97"
"23:51","1.016"
"23:52","1.398"
"23:53","0.946"
"23:54","1.17"
"23:55","0.88"
"23:56","0.915"
"23:57","0.904"
"23:58","0.849"
"23:59","0.885"
"24:00","0.919"
"24:01","0.876"
"24:02","0.896"
"24:03","0.975"
"24:04","0.871"
"24:05","0.975"
"24:06","0.98"
"24:07","1.024"
"24:08","0.887"
"24:09","0.982"
"24:10","0.899"
"24:11","0.93"
"24:12","1.145"
"24:13","0.875"
"24:14","0.84"
"24:15","0.863"
"24:16","0.915"
"24:17","1.09"
"24:18","0.934"
"24:19","0.993"
"24:20","0.928"
"24:21","0.852"
"24:22","0.828"
"24:23","0.841"
"24:24","0.89"
"24:25","1.074"
"24:26","1.028"
"24:27","0.866"
"24:28","0.828"
"24:29","0.924"
"24:30","0.894"
"24:31","0.837"
"24:32","1.031"
"24:33","1.024"
"24:34","0.925"
"24:35","0.891"
"24:36","0.83"
"24:37","0.906"
"24:38","0.809"
"24:39","0.836"
"24:40","0.815"
"24:41","0.871"
"24:42","0.934"
"24:43","0.809"
"24:44","0.806"
"24:45","0.831"
"24:46","0.829"
"24:47","0.808"
"24:48","0.818"
"24:49","0.848"
"24:50","0.909"
"24:51","0.94"
"24:52","0.807"
"24:53","0.951"
"24:54","0.871"
"24:55","0.801"
"24:56","0.996"
"24:57","1.131"
"24:58","0.98"
"24:59","0.907"
"25:00","0.853"
"25:01","0.962"
"25:02","0.801"
"25:03","0.828"
"25:04","0.838"
"25:05","0.833"
"25:06","0.904"
"25:07","0.782"
"25:08","0.804"
"25:09","0.831"
"25:10","0.786"
"25:11","0.8"
"25:12","1.216"
"25:13","0.885"
"25:14","0.892"
"25:15","0.861"
"25:16","0.809"
"25:17","0.868"
"25:18","0.907"
"25:19","0.971"
"25:20","0.93"
"25:21","0.826"
"25:22","0.945"
"25:23","0.974"
"25:24","1.072"
"25:25","1.016"
"25:26","0.804"
"25:27","0.919"
"25:28","0.839"
"25:29","1.39"
"25:30","0.892"
"25:31","0.778"
"25:32","0.801"
"25:33","0.875"
"25:34","0.813"
"25:35","0.776"
"25:36","0.815"
"25:37","0.789"
"25:38","0.771"
"25:39","0.764"
"25:40","1.07"
"25:41","0.918"
"25:42","0.784"
"25:43","1.082"
"25:44","0.96"
"25:45","0.863"
"25:46","0.782"
"25:47","0.764"
"25:48","0.76"
"25:49","0.763"
"25:50","0.785"
"25:51","0.918"
"25:52","0.76"
"25:53","0.783"
"25:54","0.775"
"25:55","0.922"
"25:56","0.822"
"25:57","0.764"
"25:58","0.819"
"25:59","0.857"
"26:00","1.091"
"26:01","1.028"
"26:02","1.2"
"26:03","1.51"
"26:04","0.941"
"26:05","0.857"
"26:06","0.798"
"26:07","0.821"
"26:08","0.832"
"26:09","0.831"
"26:10","0.811"
"26:11","0.884"
"26:12","0.837"
"26:13","0.831"
"26:14","0.76"
"26:15","0.863"
"26:16","0.956"
"26:17","0.743"
"26:18","0.754"
"26:19","0.762"
"26:20","0.761"
"26:21","0.864"
"26:22","0.844"
"26:23","0.864"
"26:24","0.906"
"26:25","0.871"
"26:26","0.792"
"26:27","0.853"
"26:28","1.008"
"26:29","0.761"
"26:30","0.77"
"26:31","0.762"
"26:32","0.798"
"26:33","0.96"
"26:34","1.007"
"26:35","0.75"
"26:36","0.784"
"26:37","0.743"
"26:38","0.727"
"26:39","0.717"
"26:40","0.732"
"26:41","0.949"
"26:42","1.144"
"26:43","0.855"
"26:44","0.752"
"26:45","0.718"
"26:46","0.716"
"26:47","0.79"
"26:48","0.827"
"26:49","0.764"
"26:50","0.725"
"26:51","0.802"
"26:52","0.894"
"26:53","0.825"
"26:54","0.726"
"26:55","0.783"
"26:56","0.772"
"26:57","0.886"
"26:58","0.884"
"26:59","0.885"
"27:00","0.794"
"27:01","0.738"
"27:02","0.953"
"27:03","0.803"
"27:04","0.775"
"27:05","0.943"
"27:06","0.724"
"27:07","0.696"
"27:08","0.691"
"27:09","0.77"
"27:10","1.176"
"27:11","0.718"
"27:12","0.717"
"27:13","0.763"
"27:14","0.738"
"27:15","0.721"
"27:16","0.755"
"27:17","0.907"
"27:18","0.924"
"27:19","0.767"
"27:20","0.818"
"27:21","0.698"
"27:22","0.913"
"27:23","0.763"
"27:24","0.728"
"27:25","0.707"
"27:26","0.753"
"27:27","0.853"
"27:28","0.755"
"27:29","0.705"
"27:30","0.694"
"27:31","0.759"
"27:32","0.738"
"27:33","0.702"
"27:34","0.731"
"27:35","0.859"
"27:36","0.768"
"27:37","0.778"
"27:38","0.885"
"27:39","0.684"
"27:40","0.773"
"27:41","0.727"
"27:42","0.699"
"27:43","0.672"
"27:44","0.72"
"27:45","0.848"
"27:46","0.7"
"27:47","0.691"
"27:48","0.836"
"27:49","1.034"
"27:50","0.744"
"27:51","0.794"
"27:52","0.778"
"27:53","0.678"
"27:54","0.73"
"27:55","0.749"
"27:56","0.849"
"27:57","0.748"
"27:58","1.138"
"27:59","1.106"
"28:00","0.889"
"28:01","0.743"
"28:02","0.729"
"28:03","0.7"
"28:04","0.682"
"28:05","0.725"
"28:06","0.673"
"28:07","0.826"
"28:08","0.692"
"28:09","0.675"
"28:10","0.677"
"28:11","0.694"
"28:12","0.677"
"28:13","0.712"
"28:14","0.941"
"28:15","0.676"
"28:16","0.714"
"28:17","0.723"
"28:18","0.675"
"28:19","0.655"
"28:20","0.707"
"28:21","0.677"
"28:22","0.808"
"28:23","1.06"
"28:24","0.672"
"28:25","0.732"
"28:26","0.743"
"28:27","0.671"
"28:28","0.809"
"28:29","0.651"
"28:30","0.679"
"28:31","0.686"
"28:32","0.867"
"28:33","0.657"
"28:34","0.767"
"28:35","0.767"
"28:36","0.993"
"28:37","1.043"
"28:38","0.719"
"28:39","0.743"
"28:40","0.693"
"28:41","0.687"
"28:42","0.731"
"28:43","0.64"
"28:44","0.666"
"28:45","0.636"
"28:46","0.658"
"28:47","0.636"
"28:48","0.665"
"28:49","0.637"
"28:50","0.817"
"28:51","0.637"
"28:52","0.715"
"28:53","0.671"
"28:54","0.673"
"28:55","0.639"
"28:56","0.743"
"28:57","0.678"
"28:58","0.754"
"28:59","0.961"
"29:00","0.704"
"29:01","0.635"
"29:02","0.68"
"29:03","0.633"
"29:04","0.645"
"29:05","0.704"
"29:06","0.639"
"29:07","0.682"
"29:08","0.642"
"29:09","0.667"
"29:10","0.619"
"29:11","0.776"
"29:12","0.783"
"29:13","0.716"
"29:14","0.623"
"29:15","0.7"
"29:16","0.74"
"29:17","0.642"
"29:18","0.992"
"29:19","1.02"
"29:20","0.689"
"29:21","0.717"
"29:22","0.866"
"29:23","0.709"
"29:24","0.667"
"29:25","0.771"
"29:26","0.821"
"29:27","0.614"
"29:28","0.64"
"29:29","0.709"
"29:30","0.697"
"29:31","0.651"
"29:32","0.611"
"29:33","0.623"
"29:34","0.609"
"29:35","0.594"
"29:36","0.588"
"29:37","0.588"
"29:38","0.592"
"29:39","0.595"
"29:40","0.699"
"29:41","0.603"
"29:42","0.593"
"29:43","0.595"
"29:44","0.73"
"29:45","0.792"
"29:46","0.643"
"29:47","0.621"
"29:48","0.653"
"29:49","0.592"
"29:50","0.586"
"29:51","0.675"
"29:52","0.839"
"29:53","0.694"
"29:54","0.641"
"29:55","0.638"
"29:56","0.744"
"29:57","0.593"
"29:58","0.585"
"29:59","0.584"
"30:00","0.653"
"30:01","0.582"
"30:02","0.603"
"30:03","0.825"
"30:04","0.751"
"30:05","0.616"
"30:06","0.589"
"30:07","0.616"
"30:08","0.667"
"30:09","0.559"
"30:10","0.645"
"30:11","0.56"
"30:12","0.563"
"30:13","0.593"
"30:14","0.833"
"30:15","0.656"
"30:16","0.838"
"30:17","0.812"
"30:18","0.646"
"30:19","0.675"
"30:20","0.562"
"30:21","0.718"
"30:22","0.664"
"30:23","0.631"
"30:24","0.564"
"30:25","0.847"
"30:26","0.604"
"30:27","0.655"
"30:28","0.969"
"30:29","0.873"
"30:30","0.975"
"30:31","0.636"
"30:32","0.67"
"30:33","0.671"
"30:34","0.683"
"30:35","0.626"
"30:36","0.581"
"30:37","0.629"
"30:38","0.575"
"30:39","0.62"
"30:40","0.64"
"30:41","0.734"
"30:42","0.645"
"30:43","0.614"
"30:44","0.595"
"30:45","0.648"
"30:46","0.563"
"30:47","0.579"
"30:48","0.59"
"30:49","0.597"
"30:50","0.65"
"30:51","0.54"
"30:52","0.668"
"30:53","0.575"
"30:54","0.543"
"30:55","0.543"
"30:56","0.635"
"30:57","0.726"
"30:58","0.588"
"30:59","0.613"
"31:00","0.738"
"31:01","0.546"
"31:02","0.569"
"31:03","0.553"
"31:04","0.621"
"31:05","0.623"
"31:06","0.6"
"31:07","0.666"
"31:08","0.928"
"31:09","0.632"
"31:10","0.54"
"31:11","0.522"
"31:12","0.584"
"31:13","0.636"
"31:14","0.66"
"31:15","0.516"
"31:16","0.52"
"31:17","0.538"
"31:18","0.535"
"31:19","0.552"
"31:20","0.605"
"31:21","0.552"
"31:22","0.69"
"31:23","0.585"
"31:24","0.547"
"31:25","0.532"
"31:26","0.592"
"31:27","0.55"
"31:28","0.711"
"31:29","0.539"
"31:30","0.765"
"31:31","0.824"
"31:32","0.724"
"31:33","0.653"
"31:34","0.974"
"31:35","0.577"
"31:36","0.703"
"31:37","0.575"
"31:38","0.627"
"31:39","0.551"
"31:40","0.812"
"31:41","0.639"
"31:42","0.517"
"31:43","0.555"
"31:44","0.679"
"31:45","0.656"
"31:46","0.854"
"31:47","0.51"
"31:48","0.496"
"31:49","0.514"
"31:50","0.632"
"31:51","0.67"
"31:52","0.63"
"31:53","0.581"
"31:54","0.65"
"31:55","0.541"
"31:56","0.563"
"31:57","0.52"
"31:58","0.497"
"31:59","0.5"
"32:00","0.502"
"32:01","0.7"
"32:02","0.558"
"32:03","0.514"
"32:04","0.539"
"32:05","0.525"
"32:06","0.61"
"32:07","0.529"
"32:08","0.509"
"32:09","0.565"
"32:10","0.502"
"32:11","0.526"
"32:12","0.677"
"32:13","0.477"
"32:14","0.623"
"32:15","0.5"
"32:16","0.611"
"32:17","0.502"
"32:18","0.721"
"32:19","0.58"
"32:20","0.495"
"32:21","0.689"
"32:22","0.479"
"32:23","0.582"
"32:24","0.639"
"32:25","0.503"
"32:26","0.504"
"32:27","0.478"
"32:28","0.497"
"32:29","0.614"
"32:30","0.831"
"32:31","0.747"
