"Relative Time","acker:Pass","acker_showstopper:Fail"
"23:14","46","0"
"23:15","46","0"
"23:16","34","0"
"23:17","37","0"
"23:18","45","0"
"23:19","46","0"
"23:20","41","0"
"23:21","46","0"
"23:22","32","0"
"23:23","42","0"
"23:24","41","0"
"23:25","46","0"
"23:26","36","0"
"23:27","46","0"
"23:28","41","0"
"23:29","30","0"
"23:30","43","0"
"23:31","46","0"
"23:32","44","0"
"23:33","46","0"
"23:34","43","0"
"23:35","24","0"
"23:36","36","0"
"23:37","42","0"
"23:38","39","0"
"23:39","45","0"
"23:40","45","0"
"23:41","46","0"
"23:42","46","0"
"23:43","46","0"
"23:44","46","0"
"23:45","44","0"
"23:46","41","0"
"23:47","43","0"
"23:48","36","0"
"23:49","41","0"
"23:50","38","0"
"23:51","26","0"
"23:52","38","0"
"23:53","37","0"
"23:54","37","0"
"23:55","45","0"
"23:56","42","0"
"23:57","43","0"
"23:58","46","0"
"23:59","44","0"
"24:00","41","0"
"24:01","46","0"
"24:02","39","0"
"24:03","44","0"
"24:04","39","0"
"24:05","45","0"
"24:06","29","0"
"24:07","46","0"
"24:08","37","0"
"24:09","43","0"
"24:10","41","0"
"24:11","30","0"
"24:12","43","0"
"24:13","44","0"
"24:14","45","0"
"24:15","43","0"
"24:16","33","0"
"24:17","43","0"
"24:18","33","0"
"24:19","42","0"
"24:20","44","0"
"24:21","45","0"
"24:22","46","0"
"24:23","43","0"
"24:24","42","0"
"24:25","33","0"
"24:26","40","0"
"24:27","46","0"
"24:28","46","0"
"24:29","38","0"
"24:30","46","0"
"24:31","36","0"
"24:32","44","0"
"24:33","33","0"
"24:34","46","0"
"24:35","40","0"
"24:36","42","0"
"24:37","45","0"
"24:38","45","0"
"24:39","44","0"
"24:40","46","0"
"24:41","36","0"
"24:42","45","0"
"24:43","46","0"
"24:44","46","0"
"24:45","43","0"
"24:46","46","0"
"24:47","46","0"
"24:48","45","0"
"24:49","41","0"
"24:50","39","0"
"24:51","43","0"
"24:52","46","0"
"24:53","38","0"
"24:54","44","0"
"24:55","45","0"
"24:56","28","0"
"24:57","35","0"
"24:58","45","0"
"24:59","39","0"
"25:00","36","0"
"25:01","46","0"
"25:02","47","0"
"25:03","44","0"
"25:04","43","0"
"25:05","39","0"
"25:06","45","0"
"25:07","46","0"
"25:08","43","0"
"25:09","45","0"
"25:10","46","0"
"25:11","35","0"
"25:12","33","0"
"25:13","41","0"
"25:14","44","0"
"25:15","41","0"
"25:16","46","0"
"25:17","36","0"
"25:18","44","0"
"25:19","35","0"
"25:20","39","0"
"25:21","46","0"
"25:22","35","0"
"25:23","40","0"
"25:24","29","0"
"25:25","40","0"
"25:26","40","0"
"25:27","43","0"
"25:28","34","0"
"25:29","28","0"
"25:30","46","0"
"25:31","46","0"
"25:32","44","0"
"25:33","42","0"
"25:34","44","0"
"25:35","43","0"
"25:36","44","0"
"25:37","45","0"
"25:38","46","0"
"25:39","44","0"
"25:40","29","0"
"25:41","44","0"
"25:42","39","0"
"25:43","32","0"
"25:44","37","0"
"25:45","44","0"
"25:46","46","0"
"25:47","46","0"
"25:48","46","0"
"25:49","46","0"
"25:50","37","0"
"25:51","44","0"
"25:52","45","0"
"25:53","45","0"
"25:54","46","0"
"25:55","36","0"
"25:56","45","0"
"25:57","43","0"
"25:58","45","0"
"25:59","33","0"
"26:00","31","0"
"26:01","36","0"
"26:02","22","0"
"26:03","30","0"
"26:04","39","0"
"26:05","41","0"
"26:06","43","0"
"26:07","41","0"
"26:08","41","0"
"26:09","40","0"
"26:10","44","0"
"26:11","36","0"
"26:12","42","0"
"26:13","41","0"
"26:14","46","0"
"26:15","33","0"
"26:16","41","0"
"26:17","46","0"
"26:18","44","0"
"26:19","44","0"
"26:20","46","0"
"26:21","35","0"
"26:22","45","0"
"26:23","35","0"
"26:24","36","0"
"26:25","44","0"
"26:26","43","0"
"26:27","31","0"
"26:28","41","0"
"26:29","45","0"
"26:30","44","0"
"26:31","44","0"
"26:32","37","0"
"26:33","30","0"
"26:34","44","0"
"26:35","44","0"
"26:36","43","0"
"26:37","44","0"
"26:38","45","0"
"26:39","47","0"
"26:40","42","0"
"26:41","24","0"
"26:42","39","0"
"26:43","38","0"
"26:44","45","0"
"26:45","46","0"
"26:46","46","0"
"26:47","35","0"
"26:48","46","0"
"26:49","43","0"
"26:50","46","0"
"26:51","33","0"
"26:52","44","0"
"26:53","40","0"
"26:54","45","0"
"26:55","41","0"
"26:56","44","0"
"26:57","33","0"
"26:58","41","0"
"26:59","38","0"
"27:00","40","0"
"27:01","46","0"
"27:02","31","0"
"27:03","45","0"
"27:04","38","0"
"27:05","37","0"
"27:06","46","0"
"27:07","46","0"
"27:08","46","0"
"27:09","26","0"
"27:10","37","0"
"27:11","45","0"
"27:12","44","0"
"27:13","42","0"
"27:14","42","0"
"27:15","46","0"
"27:16","34","0"
"27:17","38","0"
"27:18","38","0"
"27:19","36","0"
"27:20","45","0"
"27:21","46","0"
"27:22","33","0"
"27:23","44","0"
"27:24","44","0"
"27:25","45","0"
"27:26","43","0"
"27:27","36","0"
"27:28","43","0"
"27:29","46","0"
"27:30","46","0"
"27:31","40","0"
"27:32","46","0"
"27:33","45","0"
"27:34","36","0"
"27:35","43","0"
"27:36","39","0"
"27:37","34","0"
"27:38","42","0"
"27:39","46","0"
"27:40","40","0"
"27:41","41","0"
"27:42","46","0"
"27:43","46","0"
"27:44","35","0"
"27:45","42","0"
"27:46","45","0"
"27:47","45","0"
"27:48","32","0"
"27:49","33","0"
"27:50","38","0"
"27:51","42","0"
"27:52","42","0"
"27:53","45","0"
"27:54","42","0"
"27:55","37","0"
"27:56","41","0"
"27:57","24","0"
"27:58","37","0"
"27:59","25","0"
"28:00","39","0"
"28:01","42","0"
"28:02","43","0"
"28:03","45","0"
"28:04","46","0"
"28:05","40","0"
"28:06","47","0"
"28:07","35","0"
"28:08","43","0"
"28:09","46","0"
"28:10","43","0"
"28:11","43","0"
"28:12","45","0"
"28:13","31","0"
"28:14","41","0"
"28:15","44","0"
"28:16","41","0"
"28:17","41","0"
"28:18","46","0"
"28:19","45","0"
"28:20","42","0"
"28:21","44","0"
"28:22","19","0"
"28:23","42","0"
"28:24","44","0"
"28:25","42","0"
"28:26","40","0"
"28:27","36","0"
"28:28","45","0"
"28:29","46","0"
"28:30","44","0"
"28:31","33","0"
"28:32","43","0"
"28:33","45","0"
"28:34","38","0"
"28:35","29","0"
"28:36","29","0"
"28:37","34","0"
"28:38","41","0"
"28:39","37","0"
"28:40","44","0"
"28:41","41","0"
"28:42","42","0"
"28:43","45","0"
"28:44","44","0"
"28:45","45","0"
"28:46","44","0"
"28:47","46","0"
"28:48","43","0"
"28:49","46","0"
"28:50","35","0"
"28:51","41","0"
"28:52","44","0"
"28:53","43","0"
"28:54","44","0"
"28:55","46","0"
"28:56","35","0"
"28:57","47","0"
"28:58","27","0"
"28:59","38","0"
"29:00","42","0"
"29:01","46","0"
"29:02","42","0"
"29:03","46","0"
"29:04","40","0"
"29:05","44","0"
"29:06","40","0"
"29:07","46","0"
"29:08","41","0"
"29:09","43","0"
"29:10","46","0"
"29:11","36","0"
"29:12","36","0"
"29:13","39","0"
"29:14","43","0"
"29:15","34","0"
"29:16","45","0"
"29:17","35","0"
"29:18","20","0"
"29:19","37","0"
"29:20","46","0"
"29:21","28","0"
"29:22","39","0"
"29:23","42","0"
"29:24","42","0"
"29:25","29","0"
"29:26","41","0"
"29:27","46","0"
"29:28","44","0"
"29:29","35","0"
"29:30","42","0"
"29:31","45","0"
"29:32","45","0"
"29:33","46","0"
"29:34","46","0"
"29:35","46","0"
"29:36","46","0"
"29:37","45","0"
"29:38","46","0"
"29:39","44","0"
"29:40","39","0"
"29:41","45","0"
"29:42","46","0"
"29:43","42","0"
"29:44","39","0"
"29:45","34","0"
"29:46","42","0"
"29:47","42","0"
"29:48","43","0"
"29:49","46","0"
"29:50","46","0"
"29:51","40","0"
"29:52","28","0"
"29:53","43","0"
"29:54","43","0"
"29:55","33","0"
"29:56","44","0"
"29:57","46","0"
"29:58","46","0"
"29:59","46","0"
"30:00","41","0"
"30:01","46","0"
"30:02","45","0"
"30:03","28","0"
"30:04","39","0"
"30:05","46","0"
"30:06","44","0"
"30:07","37","0"
"30:08","44","0"
"30:09","46","0"
"30:10","40","0"
"30:11","47","0"
"30:12","46","0"
"30:13","44","0"
"30:14","28","0"
"30:15","38","0"
"30:16","31","0"
"30:17","35","0"
"30:18","34","0"
"30:19","46","0"
"30:20","45","0"
"30:21","37","0"
"30:22","35","0"
"30:23","45","0"
"30:24","45","0"
"30:25","30","0"
"30:26","44","0"
"30:27","31","0"
"30:28","25","0"
"30:29","32","0"
"30:30","33","0"
"30:31","37","0"
"30:32","41","0"
"30:33","35","0"
"30:34","42","0"
"30:35","41","0"
"30:36","42","0"
"30:37","41","0"
"30:38","43","0"
"30:39","40","0"
"30:40","38","0"
"30:41","33","0"
"30:42","40","0"
"30:43","40","0"
"30:44","42","0"
"30:45","40","0"
"30:46","44","0"
"30:47","43","0"
"30:48","43","0"
"30:49","34","0"
"30:50","46","0"
"30:51","46","0"
"30:52","36","0"
"30:53","45","0"
"30:54","46","0"
"30:55","46","0"
"30:56","35","0"
"30:57","37","0"
"30:58","44","0"
"30:59","37","0"
"31:00","37","0"
"31:01","45","0"
"31:02","44","0"
"31:03","45","0"
"31:04","36","0"
"31:05","44","0"
"31:06","40","0"
"31:07","25","0"
"31:08","30","0"
"31:09","42","0"
"31:10","46","0"
"31:11","46","0"
"31:12","41","0"
"31:13","30","0"
"31:14","44","0"
"31:15","46","0"
"31:16","46","0"
"31:17","45","0"
"31:18","42","0"
"31:19","46","0"
"31:20","38","0"
"31:21","43","0"
"31:22","36","0"
"31:23","41","0"
"31:24","44","0"
"31:25","45","0"
"31:26","41","0"
"31:27","34","0"
"31:28","41","0"
"31:29","44","0"
"31:30","23","0"
"31:31","37","0"
"31:32","26","0"
"31:33","42","0"
"31:34","23","0"
"31:35","47","0"
"31:36","27","0"
"31:37","45","0"
"31:38","38","0"
"31:39","39","0"
"31:40","24","0"
"31:41","44","0"
"31:42","44","0"
"31:43","41","0"
"31:44","29","0"
"31:45","33","0"
"31:46","32","0"
"31:47","46","0"
"31:48","46","0"
"31:49","33","0"
"31:50","46","0"
"31:51","28","0"
"31:52","42","0"
"31:53","40","0"
"31:54","34","0"
"31:55","45","0"
"31:56","41","0"
"31:57","44","0"
"31:58","46","0"
"31:59","46","0"
"32:00","46","0"
"32:01","31","0"
"32:02","43","0"
"32:03","44","0"
"32:04","43","0"
"32:05","40","0"
"32:06","39","0"
"32:07","41","0"
"32:08","36","0"
"32:09","45","0"
"32:10","44","0"
"32:11","34","0"
"32:12","39","0"
"32:13","46","0"
"32:14","34","0"
"32:15","39","0"
"32:16","41","0"
"32:17","37","0"
"32:18","34","0"
"32:19","39","0"
"32:20","33","0"
"32:21","40","0"
"32:22","46","0"
"32:23","37","0"
"32:24","35","0"
"32:25","44","0"
"32:26","44","0"
"32:27","45","0"
"32:28","44","0"
"32:29","27","0"
"32:30","27","0"
"32:31","32","0"
"32:32","0","0"
