"Relative Time","acker","acker_showstopper","Action_Transaction","vuser_end_Transaction","vuser_init_Transaction"
"13:36","1.075","","1.076","",""
"13:37","1.212","","1.212","",""
"13:38","1.301","","1.301","",""
"13:39","1.112","","1.112","",""
"13:40","1.073","","1.073","",""
"13:41","1.306","","1.307","",""
"13:42","1.202","","1.202","",""
"13:43","1.111","","1.111","",""
"13:44","1.076","","1.076","",""
"13:45","1.113","","1.113","",""
"13:46","1.131","","1.132","",""
"13:47","1.27","","1.27","",""
"13:48","1.166","","1.166","",""
"13:49","1.059","","1.059","",""
"13:50","1.101","","1.101","",""
"13:51","1.068","","1.068","",""
"13:52","1.126","","1.126","",""
"13:53","1.251","","1.251","",""
"13:54","1.073","","1.073","",""
"13:55","1.081","","1.081","",""
"13:56","1.213","","1.213","",""
"13:57","1.113","","1.113","",""
"13:58","1.297","","1.297","",""
"13:59","1.115","","1.115","",""
"14:00","1.402","","1.402","",""
"14:01","1.289","","1.29","",""
"14:02","1.078","","1.078","",""
"14:03","1.069","","1.069","",""
"14:04","1.535","","1.536","",""
"14:05","1.531","","1.532","",""
"14:06","1.363","","1.363","",""
"14:07","1.277","","1.277","",""
"14:08","1.156","","1.156","",""
"14:09","1.105","","1.105","",""
"14:10","1.24","","1.241","",""
"14:11","1.427","","1.427","",""
"14:12","1.265","","1.265","",""
"14:13","1.172","","1.172","",""
"14:14","1.065","","1.066","",""
"14:15","1.066","","1.066","",""
"14:16","1.181","","1.181","",""
"14:17","1.282","","1.282","",""
"14:18","1.211","","1.211","",""
"14:19","1.312","","1.312","",""
"14:20","1.25","","1.251","",""
"14:21","1.143","","1.143","",""
"14:22","1.18","","1.18","",""
"14:23","1.234","","1.234","",""
"14:24","1.069","","1.069","",""
"14:25","1.079","","1.079","",""
"14:26","1.149","","1.15","",""
"14:27","1.139","","1.139","",""
"14:28","1.117","","1.118","",""
"14:29","1.116","","1.116","",""
"14:30","1.221","","1.221","",""
"14:31","1.246","","1.246","",""
"14:32","1.295","","1.295","",""
"14:33","1.166","","1.166","",""
"14:34","1.175","","1.175","",""
"14:35","1.066","","1.067","",""
"14:36","1.184","","1.185","",""
"14:37","1.245","","1.246","",""
"14:38","1.48","","1.48","",""
"14:39","1.685","","1.686","",""
"14:40","1.443","","1.443","",""
"14:41","1.104","","1.105","",""
"14:42","1.092","","1.092","",""
"14:43","1.185","","1.185","",""
"14:44","1.249","","1.25","",""
"14:45","1.134","","1.134","",""
"14:46","1.294","","1.294","",""
"14:47","1.118","","1.118","",""
"14:48","1.141","","1.141","",""
"14:49","1.067","","1.067","",""
"14:50","1.199","","1.199","",""
"14:51","1.305","","1.305","",""
"14:52","1.148","","1.148","",""
"14:53","1.307","","1.308","",""
"14:54","1.44","","1.441","",""
"14:55","1.126","","1.126","",""
"14:56","1.409","","1.409","",""
"14:57","1.361","","1.362","",""
"14:58","1.324","","1.324","",""
"14:59","1.117","","1.118","",""
"15:00","1.243","","1.244","",""
"15:01","1.372","","1.372","",""
"15:02","1.107","","1.107","",""
"15:03","1.074","","1.074","",""
"15:04","1.134","","1.134","",""
"15:05","1.574","","1.574","",""
"15:06","1.242","","1.242","",""
"15:07","1.06","","1.06","",""
"15:08","1.081","","1.081","",""
"15:09","1.071","","1.071","",""
"15:10","1.071","","1.071","",""
"15:11","1.069","","1.069","",""
"15:12","1.07","","1.07","",""
"15:13","1.298","","1.299","",""
"15:14","1.209","","1.21","",""
"15:15","1.1","","1.1","",""
"15:16","1.125","","1.126","",""
"15:17","1.169","","1.169","",""
"15:18","1.096","","1.096","",""
"15:19","1.094","","1.094","",""
"15:20","1.131","","1.132","",""
"15:21","1.202","","1.203","",""
"15:22","1.214","","1.214","",""
"15:23","1.166","","1.166","",""
"15:24","1.144","","1.142","",""
"15:25","1.213","","1.213","",""
"15:26","1.226","","1.226","",""
"15:27","1.31","","1.311","",""
"15:28","1.323","","1.323","",""
"15:29","1.538","","1.539","",""
"15:30","1.388","","1.388","",""
"15:31","1.224","","1.224","",""
"15:32","1.258","","1.258","",""
"15:33","1.461","","1.462","",""
"15:34","1.281","","1.281","",""
"15:35","1.174","","1.175","",""
"15:36","1.295","","1.295","",""
"15:37","1.073","","1.073","",""
"15:38","1.077","","1.078","",""
"15:39","1.258","","1.258","",""
"15:40","1.083","","1.083","",""
"15:41","1.064","","1.064","",""
"15:42","1.094","","1.094","",""
"15:43","1.241","","1.241","",""
"15:44","1.158","","1.158","",""
"15:45","1.202","","1.202","",""
"15:46","1.157","","1.157","",""
"15:47","1.204","","1.205","",""
"15:48","1.362","","1.362","",""
"15:49","1.16","","1.16","",""
"15:50","1.249","","1.249","",""
"15:51","1.287","","1.288","",""
"15:52","1.187","","1.188","",""
"15:53","1.085","","1.086","",""
"15:54","1.07","","1.07","",""
"15:55","1.083","","1.084","",""
"15:56","1.14","","1.141","",""
"15:57","1.216","","1.216","",""
"15:58","1.348","","1.348","",""
"15:59","1.203","","1.203","",""
"16:00","1.129","","1.129","",""
"16:01","1.14","","1.14","",""
"16:02","1.166","","1.166","",""
"16:03","1.086","","1.086","",""
"16:04","1.114","","1.115","",""
"16:05","1.103","","1.103","",""
"16:06","1.111","","1.112","",""
"16:07","1.252","","1.252","",""
"16:08","1.544","","1.544","",""
"16:09","1.598","","1.598","",""
"16:10","1.081","","1.082","",""
"16:11","1.068","","1.068","",""
"16:12","1.067","","1.068","",""
"16:13","1.097","","1.097","",""
"16:14","1.213","","1.213","",""
"16:15","1.13","","1.13","",""
"16:16","1.096","","1.097","",""
"16:17","1.318","","1.318","",""
"16:18","1.177","","1.177","",""
"16:19","1.204","","1.205","",""
"16:20","1.233","","1.233","",""
"16:21","1.284","","1.284","",""
"16:22","1.409","","1.41","",""
"16:23","1.5","","1.5","",""
"16:24","1.177","","1.177","",""
"16:25","1.079","","1.079","",""
"16:26","1.099","","1.1","",""
"16:27","1.126","","1.126","",""
"16:28","1.136","","1.136","",""
"16:29","1.227","","1.228","",""
"16:30","1.062","","1.062","",""
"16:31","1.073","","1.073","",""
"16:32","1.068","","1.069","",""
"16:33","1.175","","1.176","",""
"16:34","1.273","","1.273","",""
"16:35","1.117","","1.117","",""
"16:36","1.11","","1.11","",""
"16:37","1.193","","1.194","",""
"16:38","1.292","","1.292","",""
"16:39","1.144","","1.144","",""
"16:40","1.332","","1.332","",""
"16:41","1.226","","1.227","",""
"16:42","1.134","","1.134","",""
"16:43","1.153","","1.153","",""
"16:44","1.36","","1.36","",""
"16:45","1.386","","1.387","",""
"16:46","1.145","","1.146","",""
"16:47","1.132","","1.133","",""
"16:48","1.207","","1.207","",""
"16:49","1.103","","1.103","",""
"16:50","1.076","","1.076","",""
"16:51","1.073","","1.073","",""
"16:52","1.169","","1.169","",""
"16:53","1.206","","1.206","",""
"16:54","1.167","","1.168","",""
"16:55","1.086","","1.087","",""
"16:56","1.068","","1.068","",""
"16:57","1.092","","1.092","",""
"16:58","1.458","","1.458","",""
"16:59","1.436","","1.436","",""
"17:00","1.659","","1.66","",""
"17:01","1.14","","1.14","",""
"17:02","1.077","","1.077","",""
"17:03","1.069","","1.069","",""
"17:04","1.06","","1.061","",""
"17:05","1.143","","1.143","",""
"17:06","1.158","","1.158","",""
"17:07","1.165","","1.165","",""
"17:08","1.271","","1.272","",""
"17:09","1.349","","1.349","",""
"17:10","1.132","","1.132","",""
"17:11","1.107","","1.107","",""
"17:12","1.097","","1.098","",""
"17:13","1.418","","1.418","",""
"17:14","1.522","","1.522","",""
"17:15","1.554","","1.554","",""
"17:16","1.809","","1.809","",""
"17:17","1.303","","1.304","",""
"17:18","1.128","","1.129","",""
"17:19","1.162","","1.162","",""
"17:20","1.144","","1.146","",""
"17:21","1.077","","1.077","",""
"17:22","1.193","","1.193","",""
"17:23","1.282","","1.282","",""
"17:24","1.149","","1.149","",""
"17:25","1.204","","1.204","",""
"17:26","1.125","","1.126","",""
"17:27","1.264","","1.264","",""
"17:28","1.151","","1.152","",""
"17:29","1.253","","1.253","",""
"17:30","1.24","","1.24","",""
"17:31","1.1","","1.1","",""
"17:32","1.077","","1.077","",""
"17:33","1.208","","1.209","",""
"17:34","1.223","","1.223","",""
"17:35","1.082","","1.082","",""
"17:36","1.095","","1.095","",""
"17:37","1.067","","1.067","",""
"17:38","1.083","","1.083","",""
"17:39","1.105","","1.105","",""
"17:40","1.162","","1.162","",""
"17:41","1.197","","1.197","",""
"17:42","1.102","","1.102","",""
"17:43","1.453","","1.453","",""
"17:44","1.517","","1.517","",""
"17:45","1.237","","1.237","",""
"17:46","1.104","","1.104","",""
"17:47","1.099","","1.099","",""
"17:48","1.166","","1.166","",""
"17:49","1.162","","1.163","",""
"17:50","1.076","","1.077","",""
"17:51","1.108","","1.108","",""
"17:52","1.22","","1.22","",""
"17:53","1.219","","1.219","",""
"17:54","1.598","","1.598","",""
"17:55","1.223","","1.224","",""
"17:56","1.138","","1.139","",""
"17:57","1.479","","1.479","",""
"17:58","1.235","","1.236","",""
"17:59","1.25","","1.25","",""
"18:00","1.152","","1.153","",""
"18:01","1.078","","1.078","",""
"18:02","1.259","","1.259","",""
"18:03","1.069","","1.069","",""
"18:04","1.092","","1.093","",""
"18:05","1.342","","1.342","",""
"18:06","1.09","","1.09","",""
"18:07","1.084","","1.084","",""
"18:08","1.406","","1.406","",""
"18:09","1.194","","1.194","",""
"18:10","1.078","","1.078","",""
"18:11","1.093","","1.093","",""
"18:12","1.072","","1.072","",""
"18:13","1.074","","1.074","",""
"18:14","1.145","","1.145","",""
"18:15","1.176","","1.176","",""
"18:16","1.111","","1.112","",""
"18:17","1.218","","1.218","",""
"18:18","1.089","","1.089","",""
"18:19","1.27","","1.27","",""
"18:20","1.326","","1.326","",""
"18:21","1.253","","1.253","",""
"18:22","1.181","","1.182","",""
"18:23","1.237","","1.238","",""
"18:24","1.067","","1.067","",""
"18:25","1.071","","1.071","",""
"18:26","1.285","","1.285","",""
"18:27","1.282","","1.282","",""
"18:28","1.191","","1.192","",""
"18:29","1.077","","1.077","",""
"18:30","1.198","","1.198","",""
"18:31","1.162","","1.162","",""
"18:32","1.155","","1.155","",""
"18:33","1.216","","1.216","",""
"18:34","1.243","","1.243","",""
"18:35","1.134","","1.134","",""
"18:36","1.34","","1.341","",""
"18:37","1.139","","1.139","",""
"18:38","1.071","","1.071","",""
"18:39","1.281","","1.282","",""
"18:40","1.246","","1.246","",""
"18:41","1.449","","1.45","",""
"18:42","1.323","","1.324","",""
"18:43","1.095","","1.096","",""
"18:44","1.074","","1.074","",""
"18:45","1.176","","1.176","",""
"18:46","1.121","","1.121","",""
"18:47","1.295","","1.295","",""
"18:48","1.122","","1.122","",""
"18:49","1.164","","1.164","",""
"18:50","1.155","","1.155","",""
"18:51","1.21","","1.21","",""
"18:52","1.104","","1.104","",""
"18:53","1.196","","1.196","",""
"18:54","1.244","","1.244","",""
"18:55","1.117","","1.118","",""
"18:56","1.105","","1.105","",""
"18:57","1.178","","1.178","",""
"18:58","1.404","","1.404","",""
"18:59","1.153","","1.153","",""
"19:00","1.155","","1.155","",""
"19:01","1.471","","1.471","",""
"19:02","1.236","","1.236","",""
"19:03","1.084","","1.084","",""
"19:04","1.101","","1.102","",""
"19:05","1.09","","1.09","",""
"19:06","1.269","","1.27","",""
"19:07","1.083","","1.083","",""
"19:08","1.133","","1.133","",""
"19:09","1.15","","1.15","",""
"19:10","1.264","","1.264","",""
"19:11","1.164","","1.164","",""
"19:12","1.107","","1.108","",""
"19:13","1.427","","1.428","",""
"19:14","1.313","","1.313","",""
"19:15","1.172","","1.172","",""
"19:16","1.122","","1.123","",""
"19:17","1.145","","1.146","",""
"19:18","1.115","","1.115","",""
"19:19","1.094","","1.094","",""
"19:20","1.199","","1.199","",""
"19:21","1.092","","1.092","",""
"19:22","1.065","","1.065","",""
"19:23","1.071","","1.071","",""
"19:24","1.098","","1.098","",""
"19:25","1.307","","1.307","",""
"19:26","1.183","","1.183","",""
"19:27","1.371","","1.371","",""
"19:28","1.476","","1.476","",""
"19:29","1.072","","1.072","",""
"19:30","1.228","","1.228","",""
"19:31","1.524","","1.525","",""
"19:32","1.753","","1.753","",""
"19:33","1.297","","1.297","",""
"19:34","1.132","","1.132","",""
"19:35","1.169","","1.169","",""
"19:36","1.107","","1.108","",""
"19:37","1.136","","1.136","",""
"19:38","1.522","","1.522","",""
"19:39","1.298","","1.299","",""
"19:40","1.116","","1.116","",""
"19:41","1.122","","1.122","",""
"19:42","1.079","","1.08","",""
"19:43","1.092","","1.093","",""
"19:44","1.198","","1.199","",""
"19:45","1.076","","1.076","",""
"19:46","1.086","","1.086","",""
"19:47","1.097","","1.097","",""
"19:48","1.301","","1.301","",""
"19:49","1.241","","1.242","",""
"19:50","1.06","","1.06","",""
"19:51","1.072","","1.072","",""
"19:52","1.085","","1.085","",""
"19:53","1.331","","1.332","",""
"19:54","1.272","","1.272","",""
"19:55","1.094","","1.094","",""
"19:56","1.101","","1.101","",""
"19:57","1.203","","1.204","",""
"19:58","1.087","","1.087","",""
"19:59","1.381","","1.381","",""
"20:00","1.541","","1.541","",""
"20:01","1.214","","1.214","",""
"20:02","1.168","","1.168","",""
"20:03","1.468","","1.468","",""
"20:04","1.221","","1.221","",""
"20:05","1.068","","1.068","",""
"20:06","1.059","","1.059","",""
"20:07","1.067","","1.068","",""
"20:08","1.263","","1.263","",""
"20:09","1.469","","1.469","",""
"20:10","1.446","","1.446","",""
"20:11","1.372","","1.372","",""
"20:12","1.164","","1.164","",""
"20:13","1.07","","1.07","",""
"20:14","1.178","","1.178","",""
"20:15","1.211","","1.212","",""
"20:16","1.19","","1.19","",""
"20:17","1.484","","1.484","",""
"20:18","1.541","","1.541","0",""
"20:19","1.346","","1.346","0",""
