"Relative Time","acker:Pass","acker_showstopper:Pass","Action_Transaction:Pass","vuser_end_Transaction:Pass","vuser_init_Transaction:Pass"
"14:26","40","0","40","0","0"
"14:27","45","0","45","0","0"
"14:28","44","0","44","0","0"
"14:29","42","0","42","0","0"
"14:30","37","0","37","0","0"
"14:31","41","0","41","0","0"
"14:32","39","0","39","0","0"
"14:33","42","0","42","0","0"
"14:34","45","0","45","0","0"
"14:35","45","0","45","0","0"
"14:36","37","0","37","0","0"
"14:37","43","0","43","0","0"
"14:38","26","0","26","0","0"
"14:39","30","0","30","0","0"
"14:40","40","0","40","0","0"
"14:41","44","0","44","0","0"
"14:42","46","0","46","0","0"
"14:43","35","0","35","0","0"
"14:44","44","0","44","0","0"
"14:45","36","0","36","0","0"
"14:46","45","0","45","0","0"
"14:47","41","0","41","0","0"
"14:48","46","0","46","0","0"
"14:49","45","0","45","0","0"
"14:50","33","0","33","0","0"
"14:51","43","0","43","0","0"
"14:52","44","0","44","0","0"
"14:53","26","0","26","0","0"
"14:54","45","0","45","0","0"
"14:55","40","0","40","0","0"
"14:56","31","0","31","0","0"
"14:57","39","0","39","0","0"
"14:58","40","0","40","0","0"
"14:59","46","0","46","0","0"
"15:00","33","0","33","0","0"
"15:01","40","0","40","0","0"
"15:02","46","0","46","0","0"
"15:03","45","0","45","0","0"
"15:04","33","0","33","0","0"
"15:05","33","0","33","0","0"
"15:06","47","0","47","0","0"
"15:07","45","0","45","0","0"
"15:08","46","0","46","0","0"
"15:09","46","0","46","0","0"
"15:10","45","0","45","0","0"
"15:11","46","0","46","0","0"
"15:12","37","0","37","0","0"
"15:13","40","0","40","0","0"
"15:14","45","0","45","0","0"
"15:15","45","0","45","0","0"
"15:16","40","0","40","0","0"
"15:17","45","0","45","0","0"
"15:18","45","0","45","0","0"
"15:19","44","0","44","0","0"
"15:20","39","0","39","0","0"
"15:21","46","0","46","0","0"
"15:22","36","0","36","0","0"
"15:23","47","0","47","0","0"
"15:24","38","0","37","0","0"
"15:25","39","0","40","0","0"
"15:26","41","0","41","0","0"
"15:27","35","0","35","0","0"
"15:28","32","0","32","0","0"
"15:29","33","0","33","0","0"
"15:30","44","0","44","0","0"
"15:31","36","0","36","0","0"
"15:32","37","0","37","0","0"
"15:33","33","0","33","0","0"
"15:34","44","0","44","0","0"
"15:35","34","0","34","0","0"
"15:36","46","0","46","0","0"
"15:37","46","0","46","0","0"
"15:38","37","0","37","0","0"
"15:39","45","0","45","0","0"
"15:40","46","0","46","0","0"
"15:41","46","0","46","0","0"
"15:42","41","0","41","0","0"
"15:43","41","0","41","0","0"
"15:44","40","0","40","0","0"
"15:45","41","0","41","0","0"
"15:46","46","0","46","0","0"
"15:47","37","0","37","0","0"
"15:48","37","0","37","0","0"
"15:49","44","0","44","0","0"
"15:50","37","0","37","0","0"
"15:51","37","0","37","0","0"
"15:52","45","0","45","0","0"
"15:53","46","0","46","0","0"
"15:54","46","0","46","0","0"
"15:55","42","0","42","0","0"
"15:56","45","0","45","0","0"
"15:57","37","0","37","0","0"
"15:58","36","0","36","0","0"
"15:59","45","0","45","0","0"
"16:00","42","0","42","0","0"
"16:01","41","0","41","0","0"
"16:02","45","0","45","0","0"
"16:03","44","0","44","0","0"
"16:04","44","0","44","0","0"
"16:05","44","0","44","0","0"
"16:06","44","0","44","0","0"
"16:07","33","0","33","0","0"
"16:08","27","0","27","0","0"
"16:09","41","0","41","0","0"
"16:10","46","0","46","0","0"
"16:11","46","0","46","0","0"
"16:12","45","0","45","0","0"
"16:13","44","0","44","0","0"
"16:14","39","0","39","0","0"
"16:15","45","0","45","0","0"
"16:16","43","0","43","0","0"
"16:17","35","0","35","0","0"
"16:18","46","0","46","0","0"
"16:19","38","0","38","0","0"
"16:20","39","0","39","0","0"
"16:21","38","0","38","0","0"
"16:22","33","0","33","0","0"
"16:23","34","0","34","0","0"
"16:24","46","0","46","0","0"
"16:25","45","0","45","0","0"
"16:26","42","0","42","0","0"
"16:27","46","0","46","0","0"
"16:28","36","0","36","0","0"
"16:29","47","0","47","0","0"
"16:30","45","0","45","0","0"
"16:31","46","0","46","0","0"
"16:32","46","0","46","0","0"
"16:33","36","0","36","0","0"
"16:34","42","0","42","0","0"
"16:35","45","0","45","0","0"
"16:36","42","0","42","0","0"
"16:37","35","0","35","0","0"
"16:38","45","0","45","0","0"
"16:39","42","0","42","0","0"
"16:40","35","0","35","0","0"
"16:41","41","0","41","0","0"
"16:42","46","0","46","0","0"
"16:43","33","0","33","0","0"
"16:44","38","0","38","0","0"
"16:45","39","0","39","0","0"
"16:46","44","0","44","0","0"
"16:47","39","0","39","0","0"
"16:48","44","0","44","0","0"
"16:49","46","0","46","0","0"
"16:50","46","0","46","0","0"
"16:51","44","0","44","0","0"
"16:52","39","0","39","0","0"
"16:53","41","0","41","0","0"
"16:54","45","0","45","0","0"
"16:55","46","0","46","0","0"
"16:56","46","0","46","0","0"
"16:57","36","0","36","0","0"
"16:58","34","0","34","0","0"
"16:59","25","0","25","0","0"
"17:00","41","0","41","0","0"
"17:01","45","0","45","0","0"
"17:02","46","0","46","0","0"
"17:03","46","0","46","0","0"
"17:04","46","0","46","0","0"
"17:05","40","0","40","0","0"
"17:06","41","0","41","0","0"
"17:07","45","0","45","0","0"
"17:08","30","0","30","0","0"
"17:09","43","0","43","0","0"
"17:10","44","0","44","0","0"
"17:11","46","0","46","0","0"
"17:12","32","0","32","0","0"
"17:13","41","0","41","0","0"
"17:14","28","0","28","0","0"
"17:15","24","0","24","0","0"
"17:16","34","0","34","0","0"
"17:17","45","0","45","0","0"
"17:18","42","0","42","0","0"
"17:19","41","0","41","0","0"
"17:20","46","0","45","0","0"
"17:21","45","0","46","0","0"
"17:22","37","0","37","0","0"
"17:23","40","0","40","0","0"
"17:24","42","0","42","0","0"
"17:25","43","0","43","0","0"
"17:26","36","0","36","0","0"
"17:27","46","0","46","0","0"
"17:28","38","0","38","0","0"
"17:29","37","0","37","0","0"
"17:30","45","0","45","0","0"
"17:31","45","0","45","0","0"
"17:32","45","0","45","0","0"
"17:33","35","0","35","0","0"
"17:34","46","0","46","0","0"
"17:35","44","0","44","0","0"
"17:36","46","0","46","0","0"
"17:37","46","0","46","0","0"
"17:38","44","0","44","0","0"
"17:39","45","0","45","0","0"
"17:40","38","0","38","0","0"
"17:41","45","0","45","0","0"
"17:42","42","0","42","0","0"
"17:43","26","0","26","0","0"
"17:44","37","0","37","0","0"
"17:45","44","0","44","0","0"
"17:46","45","0","45","0","0"
"17:47","45","0","45","0","0"
"17:48","39","0","39","0","0"
"17:49","46","0","46","0","0"
"17:50","45","0","45","0","0"
"17:51","41","0","41","0","0"
"17:52","43","0","43","0","0"
"17:53","30","0","30","0","0"
"17:54","34","0","34","0","0"
"17:55","46","0","46","0","0"
"17:56","34","0","34","0","0"
"17:57","37","0","37","0","0"
"17:58","43","0","43","0","0"
"17:59","36","0","36","0","0"
"18:00","46","0","46","0","0"
"18:01","37","0","37","0","0"
"18:02","46","0","46","0","0"
"18:03","46","0","46","0","0"
"18:04","36","0","36","0","0"
"18:05","43","0","43","0","0"
"18:06","46","0","46","0","0"
"18:07","35","0","35","0","0"
"18:08","39","0","39","0","0"
"18:09","45","0","45","0","0"
"18:10","44","0","44","0","0"
"18:11","46","0","46","0","0"
"18:12","46","0","46","0","0"
"18:13","45","0","45","0","0"
"18:14","39","0","39","0","0"
"18:15","45","0","45","0","0"
"18:16","41","0","41","0","0"
"18:17","43","0","43","0","0"
"18:18","44","0","44","0","0"
"18:19","38","0","38","0","0"
"18:20","33","0","33","0","0"
"18:21","45","0","45","0","0"
"18:22","35","0","35","0","0"
"18:23","46","0","46","0","0"
"18:24","46","0","46","0","0"
"18:25","45","0","45","0","0"
"18:26","32","0","32","0","0"
"18:27","41","0","41","0","0"
"18:28","45","0","45","0","0"
"18:29","46","0","46","0","0"
"18:30","37","0","37","0","0"
"18:31","45","0","45","0","0"
"18:32","38","0","38","0","0"
"18:33","41","0","41","0","0"
"18:34","43","0","43","0","0"
"18:35","36","0","36","0","0"
"18:36","41","0","41","0","0"
"18:37","46","0","46","0","0"
"18:38","41","0","41","0","0"
"18:39","39","0","39","0","0"
"18:40","31","0","31","0","0"
"18:41","35","0","35","0","0"
"18:42","46","0","46","0","0"
"18:43","45","0","45","0","0"
"18:44","45","0","45","0","0"
"18:45","40","0","40","0","0"
"18:46","39","0","39","0","0"
"18:47","43","0","43","0","0"
"18:48","40","0","40","0","0"
"18:49","45","0","45","0","0"
"18:50","38","0","38","0","0"
"18:51","45","0","45","0","0"
"18:52","46","0","46","0","0"
"18:53","35","0","35","0","0"
"18:54","43","0","43","0","0"
"18:55","45","0","45","0","0"
"18:56","45","0","45","0","0"
"18:57","30","0","30","0","0"
"18:58","42","0","42","0","0"
"18:59","46","0","46","0","0"
"19:00","36","0","36","0","0"
"19:01","33","0","33","0","0"
"19:02","45","0","45","0","0"
"19:03","45","0","45","0","0"
"19:04","45","0","45","0","0"
"19:05","37","0","37","0","0"
"19:06","45","0","45","0","0"
"19:07","46","0","46","0","0"
"19:08","40","0","40","0","0"
"19:09","46","0","46","0","0"
"19:10","35","0","35","0","0"
"19:11","44","0","44","0","0"
"19:12","45","0","45","0","0"
"19:13","30","0","30","0","0"
"19:14","40","0","40","0","0"
"19:15","43","0","43","0","0"
"19:16","46","0","46","0","0"
"19:17","41","0","41","0","0"
"19:18","45","0","45","0","0"
"19:19","40","0","40","0","0"
"19:20","45","0","45","0","0"
"19:21","46","0","46","0","0"
"19:22","45","0","45","0","0"
"19:23","46","0","46","0","0"
"19:24","42","0","42","0","0"
"19:25","37","0","37","0","0"
"19:26","36","0","36","0","0"
"19:27","30","0","30","0","0"
"19:28","45","0","45","0","0"
"19:29","46","0","46","0","0"
"19:30","32","0","32","0","0"
"19:31","27","0","27","0","0"
"19:32","32","0","32","0","0"
"19:33","44","0","44","0","0"
"19:34","43","0","43","0","0"
"19:35","43","0","43","0","0"
"19:36","45","0","45","0","0"
"19:37","40","0","40","0","0"
"19:38","29","0","29","0","0"
"19:39","43","0","43","0","0"
"19:40","45","0","45","0","0"
"19:41","44","0","44","0","0"
"19:42","46","0","46","0","0"
"19:43","39","0","39","0","0"
"19:44","46","0","46","0","0"
"19:45","45","0","45","0","0"
"19:46","44","0","44","0","0"
"19:47","46","0","46","0","0"
"19:48","31","0","31","0","0"
"19:49","46","0","46","0","0"
"19:50","46","0","46","0","0"
"19:51","46","0","46","0","0"
"19:52","43","0","43","0","0"
"19:53","33","0","33","0","0"
"19:54","43","0","43","0","0"
"19:55","46","0","46","0","0"
"19:56","39","0","39","0","0"
"19:57","46","0","46","0","0"
"19:58","40","0","40","0","0"
"19:59","30","0","30","0","0"
"20:00","37","0","37","0","0"
"20:01","44","0","44","0","0"
"20:02","32","0","32","0","0"
"20:03","37","0","37","0","0"
"20:04","46","0","46","0","0"
"20:05","46","0","46","0","0"
"20:06","46","0","46","0","0"
"20:07","44","0","44","0","0"
"20:08","32","0","32","0","0"
"20:09","36","0","36","0","0"
"20:10","32","0","32","0","0"
"20:11","39","0","39","0","0"
"20:12","46","0","46","0","0"
"20:13","46","0","46","0","0"
"20:14","36","0","36","0","0"
"20:15","45","0","45","0","0"
"20:16","36","0","36","0","0"
"20:17","28","0","28","0","0"
"20:18","36","0","36","30","0"
"20:19","19","0","19","19","0"
"20:20","0","0","0","0","0"
